Сайт,"id цели",Название,"Тип цели",Ретаргетинг,"Способ создания","Ценность цели","Условие цели",URL
endometryoz.ru,98625256,"Моб Форма14","по URL страницы",0,user,0,содержит,/tilda/form169729823/submitted
endometryoz.ru,98625262,"Десктоп Футер","по URL страницы",0,user,0,содержит,/tilda/form169710406/submitted
endometryoz.ru,98625268,"Моб Футер","по URL страницы",0,user,0,содержит,/tilda/form169710595/submitted
endometryoz.ru,98626753,"jivoSite - Отправил оффлайн-сообщение",JavaScript-событие,0,user,0,совпадает,Offline_message_sent
endometryoz.ru,98626978,"jivoSite - Заполнил форму в окне чата",JavaScript-событие,0,user,0,совпадает,User_gave_contacts_during_chat
endometryoz.ru,98627014,"jivoSite - Указал почту в специальном окне при ожидании ответа",JavaScript-событие,0,user,0,совпадает,In-chat_email_form_submitted
endometryoz.ru,98627050,"jivoSite - Заказал обратный звонок",JavaScript-событие,0,user,0,содержит,Callback_requested
endometryoz.ru,155853238,Звонок,звонок,0,auto,0
endometryoz.ru,227618877,"Автоцель: отправка формы","отправка формы",0,auto,0
endometryoz.ru,227926760,"Автоцель Jivo: запуск чата клиентом",JavaScript-событие,0,auto,0,совпадает,Jivo_Client_initiate_chat
endometryoz.ru,227926761,"Автоцель Jivo: офлайн-сообщение",JavaScript-событие,0,auto,0,совпадает,Jivo_Offline_message_sent
endometryoz.ru,228023780,"Автоцель Jivo: автоприглашение в чат",JavaScript-событие,0,auto,0,совпадает,Jivo_Proactive_invitation_accepted
endometryoz.ru,228270314,"Автоцель: клик по email","клик по email",0,auto,0
endometryoz.ru,228299605,"Автоцель: клик по номеру телефона","клик по номеру телефона",0,auto,0
udalenie-zhelchnogo.ru,39412372,Звонок,звонок,0,auto,0
udalenie-zhelchnogo.ru,201652021,"Уникальный звонок","целевой звонок",0,auto,0
udalenie-zhelchnogo.ru,201652024,"Уникально-целевой звонок","целевой звонок",0,auto,0
udalenie-zhelchnogo.ru,201652027,"Целевой звонок","целевой звонок",0,auto,0
udalenie-zhelchnogo.ru,189769219,"Поп-ап ""Записаться на прием""",JavaScript-событие,0,user,500,совпадает,appointment
udalenie-zhelchnogo.ru,189768865,"Первый экран ""Консультация хирурга""",JavaScript-событие,0,user,500,совпадает,consult
udalenie-zhelchnogo.ru,189769291,"Главная ""Узнайте цену операции""",JavaScript-событие,0,user,500,совпадает,mainpage_cta_price
udalenie-zhelchnogo.ru,189769321,"Главная ""Бесплатная консультация""",JavaScript-событие,0,user,500,совпадает,mainpage_cta_free_consult
udalenie-zhelchnogo.ru,189769225,"Контакты ""Связаться с нами""",JavaScript-событие,0,user,500,совпадает,contacts
udalenie-zhelchnogo.ru,189769384,"Прайс ""Узнайте цену операции""",JavaScript-событие,0,user,500,совпадает,pricepage_cta_price
udalenie-zhelchnogo.ru,39557029,"Задать вопрос врачу","по URL страницы",0,user,0,содержит,/tilda/form56468269/submitted/
udalenie-zhelchnogo.ru,39557068,"Консультация хирурга","по URL страницы",0,user,0,содержит,/tilda/form56468285/submitted/
udalenie-zhelchnogo.ru,39557104,"Оставить отзыв","по URL страницы",0,user,0,содержит,/tilda/form56468354/submitted/
udalenie-zhelchnogo.ru,39557110,"Записаться на прием в ЦЛХ","по URL страницы",0,user,0,содержит,/tilda/form57220062/submitted/
udalenie-zhelchnogo.ru,39557122,"Подвал Связаться с нами","по URL страницы",0,user,0,содержит,/tilda/form56468364/submitted/
udalenie-zhelchnogo.ru,39574819,"Узнать цены на главной","по URL страницы",0,user,0,содержит,/tilda/form59167144/submitted/
udalenie-zhelchnogo.ru,39576223,"Узнать цены - прайс","по URL страницы",0,user,0,содержит,/tilda/form57415894/submitted/
udalenie-zhelchnogo.ru,39576262,"Консультация хирурга - отзывы","по URL страницы",0,user,0,содержит,/tilda/form57427418/submitted/
udalenie-zhelchnogo.ru,98963722,"Десктоп Хедер","по URL страницы",0,user,0,содержит,/tilda/form183673973/submitted
udalenie-zhelchnogo.ru,98963728,"Моб Хедер","по URL страницы",0,user,0,содержит,/tilda/form183674365/submitted
udalenie-zhelchnogo.ru,98963746,"Консультация хирурга Десктоп Форма1","по URL страницы",0,user,0,содержит,/tilda/form183701546/submitted
udalenie-zhelchnogo.ru,98963752,"Консультация Десктоп Форма2","по URL страницы",0,user,0,содержит,/tilda/form183678965/submitted
udalenie-zhelchnogo.ru,98963758,"Консультация Моб Форма3","по URL страницы",0,user,0,содержит,/tilda/form183703462/submitted
udalenie-zhelchnogo.ru,98963767,"Узнайте цену операции Десктоп Форма4","по URL страницы",0,user,0,содержит,/tilda/form59167144/submitted
udalenie-zhelchnogo.ru,98963770,"Узнайте цену операции Моб Форма5","по URL страницы",0,user,0,содержит,/tilda/form183702990/submitted
udalenie-zhelchnogo.ru,98963773,"Бесплатная консультация Десктоп Форма6","по URL страницы",0,user,0,содержит,/tilda/form57220062/submitted
udalenie-zhelchnogo.ru,98963776,"Бесплатная консультация Моб Форма7","по URL страницы",0,user,0,содержит,/tilda/form183700048/submitted
udalenie-zhelchnogo.ru,98963779,"Связаться с нами Десктоп Форма8","по URL страницы",0,user,0,содержит,/tilda/form183676218/submitted
udalenie-zhelchnogo.ru,98963887,"Связаться с нами Моб Форма9","по URL страницы",0,user,0,содержит,/tilda/form183697778/submitted
udalenie-zhelchnogo.ru,98963890,"Узнать цены - Прайс Десктоп","по URL страницы",0,user,0,содержит,/tilda/form57415894/submitted
udalenie-zhelchnogo.ru,98963893,"Узнать цены - Прайс Моб","по URL страницы",0,user,0,содержит,/tilda/form183707881/submitted
udalenie-zhelchnogo.ru,98963902,"Связаться с нами - Прайс Десктоп","по URL страницы",0,user,0,содержит,/tilda/form183708314/submitted
udalenie-zhelchnogo.ru,98963905,"Связаться с нами - Прайс Моб","по URL страницы",0,user,0,содержит,/tilda/form183709122/submitted
udalenie-zhelchnogo.ru,192013729,"Автоцель: отправка формы","отправка формы",0,auto,0
udalenie-zhelchnogo.ru,192512200,"Автоцель: клик по номеру телефона","клик по номеру телефона",0,auto,0
udalenie-zhelchnogo.ru,220049053,"CRMstat: Лид",JavaScript-событие,0,user,0,совпадает,crmstat-lead
udalenie-zhelchnogo.ru,220049056,"CRMstat: Продажа",JavaScript-событие,0,user,0,совпадает,crmstat-sale
udalenie-zhelchnogo.ru,228611699,"Автоцель Jivo: автоприглашение в чат",JavaScript-событие,0,auto,0,совпадает,Jivo_Proactive_invitation_accepted
laparoscope.ru,159896260,"Записаться на приём. Хедер","по URL страницы",1,user,500,содержит,/tilda/form169743178/submitted
laparoscope.ru,159896275,"Перезвоните мне. Хедер","по URL страницы",1,user,500,содержит,/tilda/form162669305/submitted
laparoscope.ru,159896302,"Получить бесплатную консультацию. Первый экран","по URL страницы",1,user,500,содержит,/tilda/form169768843/submitted
laparoscope.ru,159896305,"Запишитесь на консультацию с врачом. Верхняя","по URL страницы",1,user,300,содержит,/tilda/form162392263/submitted
laparoscope.ru,159896323,"Запишитесь на консультацию с врачом. Средняя","по URL страницы",1,user,300,содержит,/tilda/form162567342/submitted
laparoscope.ru,159896353,"Запишитесь на консультацию с врачом. Нижняя","по URL страницы",1,user,300,содержит,/tilda/form162661473/submitted
laparoscope.ru,159896596,"Связаться с нами. Контакты","по URL страницы",1,user,300,содержит,/tilda/form169769777/submitted
laparoscope.ru,159896671,"Перезвоните мне. Футер","по URL страницы",1,user,200,содержит,/tilda/form169743831/submitted
laparoscope.ru,159896731,"Отправка документов врачу","по URL страницы",1,user,100,содержит,/tilda/form281414539/submitted
paingkb.ru,34983243,Звонок,звонок,0,auto,0
paingkb.ru,201585520,"Уникальный звонок","целевой звонок",0,auto,0
paingkb.ru,201585523,"Уникально-целевой звонок","целевой звонок",0,auto,0
paingkb.ru,201585526,"Целевой звонок","целевой звонок",0,auto,0
paingkb.ru,35281671,"Вызов формы 1",JavaScript-событие,0,user,0,совпадает,orderSend1
paingkb.ru,35281674,"Вызов формы 2",JavaScript-событие,0,user,0,совпадает,orderSend2
paingkb.ru,35281704,"Вызов формы 3",JavaScript-событие,0,user,0,совпадает,orderSend3
paingkb.ru,35281722,"Вызов формы 4",JavaScript-событие,0,user,0,совпадает,orderSend4
paingkb.ru,35282679,"Вызов формы 5",JavaScript-событие,0,user,0,совпадает,orderSend5
paingkb.ru,35282685,"Вызов формы 6",JavaScript-событие,0,user,0,совпадает,orderSend6
paingkb.ru,35282691,"Вызов формы 7",JavaScript-событие,0,user,0,совпадает,orderSend7
paingkb.ru,35393463,"Нажатие кнопки Roistat",JavaScript-событие,0,user,0,совпадает,PressRoistat
paingkb.ru,228265216,"Автоцель Jivo: запуск чата клиентом",JavaScript-событие,0,auto,0,совпадает,Jivo_Client_initiate_chat
paingkb.ru,228265217,"Автоцель Jivo: офлайн-сообщение",JavaScript-событие,0,auto,0,совпадает,Jivo_Offline_message_sent
paingkb.ru,228543842,"Автоцель Jivo: автоприглашение в чат",JavaScript-событие,0,auto,0,совпадает,Jivo_Proactive_invitation_accepted
udalenie-gemorroya.ru,45635715,myform,"по URL страницы",0,user,0,содержит,/tilda/form84311720/submitted/
udalenie-gemorroya.ru,201724969,"Уникальный звонок","целевой звонок",0,auto,0
udalenie-gemorroya.ru,201724972,"Уникально-целевой звонок","целевой звонок",0,auto,0
udalenie-gemorroya.ru,201724975,"Целевой звонок","целевой звонок",0,auto,0
udalenie-gemorroya.ru,45635724,udalenie,"по URL страницы",0,user,0,содержит,/tilda/form85340637/submitted/
udalenie-gemorroya.ru,45635742,myform2,"по URL страницы",0,user,0,содержит,/tilda/form84311758/submitted/
udalenie-gemorroya.ru,45635790,price,"по URL страницы",0,user,0,содержит,/tilda/form85340544/submitted/
udalenie-gemorroya.ru,45635835,appointment,"по URL страницы",0,user,0,содержит,tilda/form84033903/submitted
udalenie-gemorroya.ru,45635940,otzyv,"по URL страницы",0,user,0,содержит,/tilda/form84039967/submitted/
udalenie-gemorroya.ru,45652593,Звонок,звонок,0,auto,0
udalenie-gemorroya.ru,220049059,"CRMstat: Лид",JavaScript-событие,0,user,0,совпадает,crmstat-lead
udalenie-gemorroya.ru,220049062,"CRMstat: Продажа",JavaScript-событие,0,user,0,совпадает,crmstat-sale
k31orto.ru,38836106,Звонок,звонок,0,auto,0
k31orto.ru,201638824,"Уникальный звонок","целевой звонок",0,auto,0
k31orto.ru,201638827,"Уникально-целевой звонок","целевой звонок",0,auto,0
k31orto.ru,201638830,"Целевой звонок","целевой звонок",0,auto,0
k31orto.ru,227620817,"Автоцель: отправка формы","отправка формы",0,auto,0
k31orto.ru,228105846,"Автоцель: клик по номеру телефона","клик по номеру телефона",0,auto,0
